Nome:  Kyan Dominguez, Nota: 5.10, Situacao: Reprovado
Nome:  Paulina Mathis, Nota: 8.60, Situacao: Aprovado
Nome:  Emiliano Goodwin, Nota: 9.10, Situacao: Aprovado
Nome:  Holly Randall, Nota: 4.00, Situacao: Reprovado
Nome:  Jermaine Lewis, Nota: 8.40, Situacao: Aprovado
Nome:  Karla Sparks, Nota: 9.60, Situacao: Aprovado
Nome:  Jane Washington, Nota: 2.80, Situacao: Reprovado
Nome:  Dante Andrade, Nota: 6.60, Situacao: Reprovado
Nome:  Jessie Johns, Nota: 8.00, Situacao: Aprovado
Nome:  Joaquin Garrett, Nota: 3.20, Situacao: Reprovado
Nome:  Shayna Rocha, Nota: 0.80, Situacao: Reprovado
Nome:  Luke Ward, Nota: 8.70, Situacao: Aprovado
Nome:  Danny Kent, Nota: 8.70, Situacao: Aprovado
Nome:  Jewel Ayers, Nota: 5.00, Situacao: Reprovado
Nome:  Sydnee Montes, Nota: 8.90, Situacao: Aprovado
Nome:  Zaniyah Hull, Nota: 7.50, Situacao: Aprovado
Nome:  Dangelo Yu, Nota: 9.20, Situacao: Aprovado
Nome:  Briana Pearson, Nota: 3.40, Situacao: Reprovado
Nome:  Natalie Parsons, Nota: 3.80, Situacao: Reprovado
Nome:  Alexa Sharp, Nota: 5.70, Situacao: Reprovado
Nome:  Axel Kaufman, Nota: 9.40, Situacao: Aprovado
Nome:  Tia Olsen, Nota: 8.60, Situacao: Aprovado
Nome:  Deegan Clay, Nota: 8.70, Situacao: Aprovado
Nome:  Maia Jackson, Nota: 3.90, Situacao: Reprovado
Nome:  Maggie Dougherty, Nota: 0.40, Situacao: Reprovado
Nome:  Alfred Reilly, Nota: 4.30, Situacao: Reprovado
Nome:  Breanna Joyce, Nota: 8.00, Situacao: Aprovado
Nome:  Brooklyn Flynn, Nota: 9.80, Situacao: Aprovado
Nome:  Sheldon Harvey, Nota: 2.90, Situacao: Reprovado
Nome:  Paloma Velazquez, Nota: 2.60, Situacao: Reprovado
Nome:  Gauge Delacruz, Nota: 6.30, Situacao: Reprovado
Nome:  Chaz Love, Nota: 0.70, Situacao: Reprovado
Nome:  Gracie Stewart, Nota: 4.90, Situacao: Reprovado
Nome:  Beau Day, Nota: 3.90, Situacao: Reprovado
Nome:  Lorelai Ellis, Nota: 6.40, Situacao: Reprovado
Nome:  Kade Sampson, Nota: 2.60, Situacao: Reprovado
Nome:  Alexa Hudson, Nota: 2.40, Situacao: Reprovado
Nome:  Isabell Mosley, Nota: 4.20, Situacao: Reprovado
Nome:  Blaze Moss, Nota: 2.50, Situacao: Reprovado
Nome:  Corbin Cuevas, Nota: 9.90, Situacao: Aprovado
Nome:  Simone Trevino, Nota: 5.00, Situacao: Reprovado
Nome:  Jameson Cantu, Nota: 9.90, Situacao: Aprovado
Nome:  Khalil Hampton, Nota: 3.00, Situacao: Reprovado
Nome:  Aidyn Nunez, Nota: 9.20, Situacao: Aprovado
Nome:  Aldo Villanueva, Nota: 1.60, Situacao: Reprovado
Nome:  Bo Collins, Nota: 3.50, Situacao: Reprovado
Nome:  Matteo Hicks, Nota: 9.80, Situacao: Aprovado
Nome:  Mary Beltran, Nota: 3.30, Situacao: Reprovado
Nome:  Kaydence Richards, Nota: 5.00, Situacao: Reprovado
Nome:  Moshe Spencer, Nota: 9.10, Situacao: Aprovado
Nome:  Andy Barber, Nota: 6.80, Situacao: Reprovado
Nome:  Mariam Hart, Nota: 5.90, Situacao: Reprovado
Nome:  Andreas Mckee, Nota: 2.70, Situacao: Reprovado
Nome:  Elias Sellers, Nota: 3.00, Situacao: Reprovado
Nome:  Karley Jimenez, Nota: 5.60, Situacao: Reprovado
Nome:  Karissa Lamb, Nota: 5.60, Situacao: Reprovado
Nome:  Edwin Carlson, Nota: 2.30, Situacao: Reprovado
Nome:  Yosef Guerra, Nota: 6.70, Situacao: Reprovado
Nome:  Marisol Mercado, Nota: 2.10, Situacao: Reprovado
Nome:  Sincere Robbins, Nota: 8.70, Situacao: Aprovado
Nome:  Barbara Mejia, Nota: 8.80, Situacao: Aprovado
Nome:  Kennedy Lowe, Nota: 7.90, Situacao: Aprovado
Nome:  Ellen Villarreal, Nota: 9.90, Situacao: Aprovado
Nome:  Isabel Silva, Nota: 8.90, Situacao: Aprovado
Nome:  Daniel Ramsey, Nota: 2.50, Situacao: Reprovado
Nome:  Cassius Watts, Nota: 7.70, Situacao: Aprovado
Nome:  Finnegan Goodwin, Nota: 5.40, Situacao: Reprovado
Nome:  Peyton Barron, Nota: 4.20, Situacao: Reprovado
Nome:  Alfredo Lowe, Nota: 3.60, Situacao: Reprovado
Nome:  Zayden Buckley, Nota: 8.00, Situacao: Aprovado
Nome:  Cade Rocha, Nota: 0.60, Situacao: Reprovado
Nome:  Marie Wagner, Nota: 8.70, Situacao: Aprovado
Nome:  Derrick Shah, Nota: 3.20, Situacao: Reprovado
Nome:  Ronan Ellison, Nota: 9.20, Situacao: Aprovado
Nome:  Megan Mcgee, Nota: 7.90, Situacao: Aprovado
Nome:  Giada Booth, Nota: 0.30, Situacao: Reprovado
Nome:  Dallas Garner, Nota: 7.20, Situacao: Aprovado
Nome:  Raina Case, Nota: 0.70, Situacao: Reprovado
Nome:  Dale Garza, Nota: 3.90, Situacao: Reprovado
Nome:  Jairo White, Nota: 0.80, Situacao: Reprovado
Nome:  Paul Young, Nota: 1.80, Situacao: Reprovado
Nome:  Bryce Hicks, Nota: 4.30, Situacao: Reprovado
Nome:  Jasper Davis, Nota: 4.90, Situacao: Reprovado
Nome:  Ray Lowe, Nota: 9.70, Situacao: Aprovado
Nome:  Meredith Mcdaniel, Nota: 7.60, Situacao: Aprovado
Nome:  Megan Vargas, Nota: 4.90, Situacao: Reprovado
Nome:  Katrina Poole, Nota: 2.40, Situacao: Reprovado
Nome:  Brielle Mcdowell, Nota: 9.60, Situacao: Aprovado
Nome:  Isabell Sheppard, Nota: 1.00, Situacao: Reprovado
Nome:  Skylar Mayer, Nota: 6.30, Situacao: Reprovado
Nome:  Donavan Bishop, Nota: 1.00, Situacao: Reprovado
Nome:  Susan Barber, Nota: 3.00, Situacao: Reprovado
Nome:  Miracle Gill, Nota: 9.30, Situacao: Aprovado
Nome:  Clay Neal, Nota: 7.10, Situacao: Aprovado
Nome:  Mark Chen, Nota: 7.40, Situacao: Aprovado
Nome:  Annabel Diaz, Nota: 7.90, Situacao: Aprovado
Nome:  Dominic Black, Nota: 9.90, Situacao: Aprovado
Nome:  Andrew Good, Nota: 5.70, Situacao: Reprovado
Nome:  Alissa Freeman, Nota: 1.50, Situacao: Reprovado
Nome:  Emilee Davis, Nota: 4.50, Situacao: Reprovado
Nome:  Priscilla Delgado, Nota: 7.50, Situacao: Aprovado
Nome:  Lizeth Benton, Nota: 7.80, Situacao: Aprovado
Nome:  Kianna May, Nota: 9.70, Situacao: Aprovado
Nome:  Byron Chung, Nota: 7.60, Situacao: Aprovado
Nome:  Caylee Scott, Nota: 1.70, Situacao: Reprovado
Nome:  Ross Edwards, Nota: 6.90, Situacao: Reprovado
Nome:  Cherish Dunn, Nota: 0.80, Situacao: Reprovado
Nome:  Luciano Norton, Nota: 8.50, Situacao: Aprovado
Nome:  Lukas Zamora, Nota: 8.60, Situacao: Aprovado
Nome:  Alfredo Hoffman, Nota: 9.60, Situacao: Aprovado
Nome:  Rene Fletcher, Nota: 5.00, Situacao: Reprovado
Nome:  Nathaly Wallace, Nota: 1.40, Situacao: Reprovado
Nome:  Pablo Brewer, Nota: 7.50, Situacao: Aprovado
Nome:  Jocelynn Roberts, Nota: 7.20, Situacao: Aprovado
Nome:  Yahir Holloway, Nota: 5.90, Situacao: Reprovado
Nome:  Mckenna Oconnor, Nota: 6.80, Situacao: Reprovado
Nome:  Ayla Berry, Nota: 7.70, Situacao: Aprovado
Nome:  Lucian Barton, Nota: 6.20, Situacao: Reprovado
Nome:  Amiyah Allison, Nota: 6.20, Situacao: Reprovado
Nome:  Madeline Colon, Nota: 7.00, Situacao: Aprovado
Nome:  Alberto Conrad, Nota: 6.20, Situacao: Reprovado
Nome:  Demetrius Hale, Nota: 6.60, Situacao: Reprovado
Nome:  Emelia Nguyen, Nota: 7.10, Situacao: Aprovado
Nome:  Javon Johnson, Nota: 7.90, Situacao: Aprovado
Nome:  Braedon Ross, Nota: 1.00, Situacao: Reprovado
Nome:  Tara Casey, Nota: 3.40, Situacao: Reprovado
Nome:  Nash Sparks, Nota: 2.00, Situacao: Reprovado
Nome:  Alfonso Bauer, Nota: 0.70, Situacao: Reprovado
Nome:  Darrell Bender, Nota: 0.80, Situacao: Reprovado
Nome:  Carolina Holt, Nota: 8.90, Situacao: Aprovado
Nome:  Justice Cain, Nota: 4.60, Situacao: Reprovado
Nome:  Harrison Cunningham, Nota: 7.10, Situacao: Aprovado
Nome:  Jairo Proctor, Nota: 5.80, Situacao: Reprovado
Nome:  Isaiah Ramirez, Nota: 0.50, Situacao: Reprovado
Nome:  Milagros Bennett, Nota: 1.60, Situacao: Reprovado
Nome:  Francesca Roy, Nota: 3.80, Situacao: Reprovado
Nome:  Harmony Everett, Nota: 0.90, Situacao: Reprovado
Nome:  Esmeralda Singleton, Nota: 3.90, Situacao: Reprovado
Nome:  Celia Price, Nota: 1.20, Situacao: Reprovado
Nome:  Lindsay Benitez, Nota: 7.80, Situacao: Aprovado
Nome:  Lorelei Livingston, Nota: 5.70, Situacao: Reprovado
Nome:  Lucian Duarte, Nota: 3.50, Situacao: Reprovado
Nome:  Luz Nash, Nota: 5.60, Situacao: Reprovado
Nome:  Mateo Cohen, Nota: 9.60, Situacao: Aprovado
Nome:  Lacey Trujillo, Nota: 1.80, Situacao: Reprovado
Nome:  Grady Kaiser, Nota: 1.50, Situacao: Reprovado
Nome:  Maurice Pham, Nota: 1.40, Situacao: Reprovado
Nome:  Kaylen Ingram, Nota: 4.60, Situacao: Reprovado
Nome:  Dominic Kemp, Nota: 3.20, Situacao: Reprovado
Nome:  Chaim Ware, Nota: 9.00, Situacao: Aprovado
Nome:  Heaven Hunt, Nota: 3.30, Situacao: Reprovado
Nome:  Rhianna Lynch, Nota: 1.50, Situacao: Reprovado
Nome:  Kara Hampton, Nota: 9.20, Situacao: Aprovado
Nome:  Johanna Norton, Nota: 6.30, Situacao: Reprovado
Nome:  Arabella Hart, Nota: 6.90, Situacao: Reprovado
Nome:  Nickolas Kramer, Nota: 6.60, Situacao: Reprovado
Nome:  Natalie Clayton, Nota: 6.90, Situacao: Reprovado
Nome:  Catalina Chung, Nota: 0.20, Situacao: Reprovado
Nome:  Gabrielle Hahn, Nota: 6.00, Situacao: Reprovado
Nome:  Kyson Barber, Nota: 2.80, Situacao: Reprovado
Nome:  Donna Massey, Nota: 0.60, Situacao: Reprovado
Nome:  Broderick Ballard, Nota: 3.50, Situacao: Reprovado
Nome:  Finley Farmer, Nota: 8.30, Situacao: Aprovado
Nome:  Olive Harrington, Nota: 3.30, Situacao: Reprovado
Nome:  Tripp Booth, Nota: 6.90, Situacao: Reprovado
Nome:  Damon Riggs, Nota: 3.30, Situacao: Reprovado
Nome:  Rayne Boone, Nota: 7.10, Situacao: Aprovado
Nome:  Francisco Gibbs, Nota: 7.50, Situacao: Aprovado
Nome:  Kylan Welch, Nota: 2.90, Situacao: Reprovado
Nome:  Carlos Cruz, Nota: 6.60, Situacao: Reprovado
Nome:  Maddison Francis, Nota: 2.40, Situacao: Reprovado
Nome:  Margaret Jimenez, Nota: 0.50, Situacao: Reprovado
Nome:  Ronald Mays, Nota: 4.70, Situacao: Reprovado
Nome:  Norah Hanna, Nota: 5.90, Situacao: Reprovado
Nome:  Sheldon Hester, Nota: 7.70, Situacao: Aprovado
Nome:  Hallie Mcintosh, Nota: 2.30, Situacao: Reprovado
Nome:  Amina Golden, Nota: 5.90, Situacao: Reprovado
Nome:  Paige Alexander, Nota: 6.20, Situacao: Reprovado
Nome:  Russell Sutton, Nota: 7.00, Situacao: Aprovado
Nome:  Sara Alexander, Nota: 8.40, Situacao: Aprovado
Nome:  Tara Watkins, Nota: 0.60, Situacao: Reprovado
Nome:  Laney Floyd, Nota: 5.60, Situacao: Reprovado
Nome:  Zion Ashley, Nota: 9.00, Situacao: Aprovado
Nome:  Trevin Martin, Nota: 9.60, Situacao: Aprovado
Nome:  Joslyn Sandoval, Nota: 2.90, Situacao: Reprovado
Nome:  Yair Galloway, Nota: 9.30, Situacao: Aprovado
Nome:  Mia Decker, Nota: 0.90, Situacao: Reprovado
Nome:  Gisselle Reed, Nota: 0.10, Situacao: Reprovado
Nome:  Marie Rasmussen, Nota: 6.60, Situacao: Reprovado
Nome:  Jazmyn Frye, Nota: 1.10, Situacao: Reprovado
Nome:  Ben Stanton, Nota: 0.70, Situacao: Reprovado
Nome:  Averi Miranda, Nota: 2.90, Situacao: Reprovado
Nome:  Skyla Hooper, Nota: 6.50, Situacao: Reprovado
Nome:  Kianna Pope, Nota: 1.10, Situacao: Reprovado
Nome:  Damian Hawkins, Nota: 0.30, Situacao: Reprovado
Nome:  Terrence Knox, Nota: 2.40, Situacao: Reprovado
Nome:  Rachel Mckee, Nota: 5.90, Situacao: Reprovado
Nome:  Tatiana Simpson, Nota: 3.80, Situacao: Reprovado
Nome:  April House, Nota: 6.00, Situacao: Reprovado
Nome:  Melanie Tapia, Nota: 1.80, Situacao: Reprovado
Nome:  Macy Cline, Nota: 1.20, Situacao: Reprovado
Nome:  Irvin Berger, Nota: 6.70, Situacao: Reprovado
Nome:  Karley Simon, Nota: 2.10, Situacao: Reprovado
Nome:  Micah Meyer, Nota: 6.50, Situacao: Reprovado
Nome:  Shaniya Odom, Nota: 8.50, Situacao: Aprovado
Nome:  Gavin Mercer, Nota: 0.70, Situacao: Reprovado
Nome:  Camila Conner, Nota: 2.10, Situacao: Reprovado
Nome:  Scarlet Moses, Nota: 9.40, Situacao: Aprovado
Nome:  Marquis Cunningham, Nota: 2.50, Situacao: Reprovado
Nome:  Terrell Mendoza, Nota: 5.30, Situacao: Reprovado
Nome:  Emanuel Davenport, Nota: 2.70, Situacao: Reprovado
Nome:  Alexis Melendez, Nota: 1.30, Situacao: Reprovado
Nome:  Tianna Walsh, Nota: 3.40, Situacao: Reprovado
Nome:  Elaine Black, Nota: 8.80, Situacao: Aprovado
Nome:  Martha Ortiz, Nota: 7.70, Situacao: Aprovado
Nome:  Makayla Carter, Nota: 0.80, Situacao: Reprovado
Nome:  Amiya Carey, Nota: 1.60, Situacao: Reprovado
Nome:  Landon Charles, Nota: 5.00, Situacao: Reprovado
Nome:  Kelsey Bryant, Nota: 3.60, Situacao: Reprovado
Nome:  Miley Noble, Nota: 7.20, Situacao: Aprovado
Nome:  Rafael Mcgee, Nota: 6.20, Situacao: Reprovado
Nome:  Devan Best, Nota: 0.30, Situacao: Reprovado
Nome:  Delilah Moore, Nota: 6.60, Situacao: Reprovado
Nome:  Madilynn Craig, Nota: 2.20, Situacao: Reprovado
Nome:  Liliana Miller, Nota: 6.80, Situacao: Reprovado
Nome:  Amina Greer, Nota: 8.50, Situacao: Aprovado
Nome:  Triston Kane, Nota: 2.50, Situacao: Reprovado
Nome:  Emiliano Flowers, Nota: 1.20, Situacao: Reprovado
Nome:  Rhett Lawrence, Nota: 4.20, Situacao: Reprovado
Nome:  Gabriel Owen, Nota: 9.90, Situacao: Aprovado
Nome:  Jair Harding, Nota: 7.20, Situacao: Aprovado
Nome:  Saige Morgan, Nota: 2.30, Situacao: Reprovado
Nome:  Jeffery Mckenzie, Nota: 1.10, Situacao: Reprovado
Nome:  Samson Forbes, Nota: 1.00, Situacao: Reprovado
Nome:  Raquel Wolf, Nota: 1.80, Situacao: Reprovado
Nome:  Frankie Snow, Nota: 3.20, Situacao: Reprovado
Nome:  Cadence Arnold, Nota: 6.60, Situacao: Reprovado
Nome:  Jacqueline Tran, Nota: 2.20, Situacao: Reprovado
Nome:  Jayvion Martinez, Nota: 8.60, Situacao: Aprovado
Nome:  Corinne Mullen, Nota: 3.80, Situacao: Reprovado
Nome:  Kason Bean, Nota: 6.00, Situacao: Reprovado
Nome:  Junior Lawrence, Nota: 8.60, Situacao: Aprovado
Nome:  Maya Ellis, Nota: 2.30, Situacao: Reprovado
Nome:  Cyrus Gibbs, Nota: 4.20, Situacao: Reprovado
Nome:  Jordyn Arias, Nota: 1.30, Situacao: Reprovado
Nome:  Jolie Kelly, Nota: 1.50, Situacao: Reprovado
Nome:  Sidney Eaton, Nota: 2.80, Situacao: Reprovado
Nome:  Eve Ramirez, Nota: 7.10, Situacao: Aprovado
Nome:  Matias Woodward, Nota: 1.30, Situacao: Reprovado
Nome:  Marcel Pruitt, Nota: 8.00, Situacao: Aprovado
Nome:  Kaylah Jordan, Nota: 3.60, Situacao: Reprovado
Nome:  Heath Jimenez, Nota: 4.50, Situacao: Reprovado
Nome:  Dale Gilbert, Nota: 8.50, Situacao: Aprovado
Nome:  Thalia Walls, Nota: 2.00, Situacao: Reprovado
Nome:  Deborah Pineda, Nota: 3.00, Situacao: Reprovado
Nome:  Amari Bentley, Nota: 4.90, Situacao: Reprovado
Nome:  Mattie Lam, Nota: 1.70, Situacao: Reprovado
Nome:  Mariyah Evans, Nota: 8.10, Situacao: Aprovado
Nome:  Andres Rice, Nota: 0.80, Situacao: Reprovado
Nome:  Talon Underwood, Nota: 4.60, Situacao: Reprovado
Nome:  Nehemiah Porter, Nota: 0.10, Situacao: Reprovado
Nome:  Zayden Horn, Nota: 9.60, Situacao: Aprovado
Nome:  Nash Boyd, Nota: 8.80, Situacao: Aprovado
Nome:  Yamilet Bradford, Nota: 7.60, Situacao: Aprovado
Nome:  Malcolm Klein, Nota: 9.30, Situacao: Aprovado
Nome:  Daniella Esparza, Nota: 2.00, Situacao: Reprovado
Nome:  Aron Haas, Nota: 7.30, Situacao: Aprovado
Nome:  Dakota Goodwin, Nota: 6.40, Situacao: Reprovado
Nome:  Angel Orr, Nota: 4.80, Situacao: Reprovado
Nome:  Kailee Cook, Nota: 4.80, Situacao: Reprovado
Nome:  Jaylyn Callahan, Nota: 6.40, Situacao: Reprovado
Nome:  Theodore Riley, Nota: 0.90, Situacao: Reprovado
Nome:  Uriel Larsen, Nota: 2.20, Situacao: Reprovado
Nome:  Nickolas Duran, Nota: 0.70, Situacao: Reprovado
Nome:  Adrienne Sutton, Nota: 3.80, Situacao: Reprovado
Nome:  Brodie Pugh, Nota: 5.70, Situacao: Reprovado
Nome:  Magdalena Deleon, Nota: 0.60, Situacao: Reprovado
Nome:  Luis Finley, Nota: 7.20, Situacao: Aprovado
Nome:  Ibrahim Tran, Nota: 6.90, Situacao: Reprovado
Nome:  Vivian Phillips, Nota: 3.70, Situacao: Reprovado
Nome:  Grace Rhodes, Nota: 9.50, Situacao: Aprovado
Nome:  Trace Harris, Nota: 8.20, Situacao: Aprovado
Nome:  Nathan Estes, Nota: 3.80, Situacao: Reprovado
Nome:  Ashanti Bennett, Nota: 6.30, Situacao: Reprovado
Nome:  Junior Sanchez, Nota: 2.80, Situacao: Reprovado
Nome:  Genevieve Bradford, Nota: 1.00, Situacao: Reprovado
Nome:  Remington Moyer, Nota: 8.60, Situacao: Aprovado
Nome:  Wilson Jacobs, Nota: 7.90, Situacao: Aprovado
Nome:  Alena Burton, Nota: 2.90, Situacao: Reprovado
Nome:  Bryant Gilbert, Nota: 7.30, Situacao: Aprovado
Nome:  Brett Wade, Nota: 5.20, Situacao: Reprovado
Nome:  Hailey Brock, Nota: 5.30, Situacao: Reprovado
Nome:  Cody Mcdaniel, Nota: 8.10, Situacao: Aprovado
Nome:  Rodney Osborn, Nota: 1.50, Situacao: Reprovado
Nome:  Rylan Travis, Nota: 7.60, Situacao: Aprovado
Nome:  Ryan Mcgee, Nota: 9.20, Situacao: Aprovado
Nome:  Phoenix Bentley, Nota: 4.20, Situacao: Reprovado
Nome:  Jameson Johns, Nota: 7.10, Situacao: Aprovado
Nome:  Esteban Sanders, Nota: 8.20, Situacao: Aprovado
Nome:  Kenna Short, Nota: 9.30, Situacao: Aprovado
Nome:  Nathanial Hudson, Nota: 5.90, Situacao: Reprovado
Nome:  Kendal Dominguez, Nota: 3.30, Situacao: Reprovado
Nome:  Uriah Gallagher, Nota: 3.50, Situacao: Reprovado
Nome:  Kyleigh Mccormick, Nota: 9.10, Situacao: Aprovado
Nome:  Bethany Williamson, Nota: 8.50, Situacao: Aprovado
Nome:  Essence Grimes, Nota: 2.00, Situacao: Reprovado
Nome:  Elisabeth Duran, Nota: 9.00, Situacao: Aprovado
Nome:  Jaliyah Silva, Nota: 2.40, Situacao: Reprovado
Nome:  Lilyana Monroe, Nota: 4.50, Situacao: Reprovado
Nome:  Brielle Lynch, Nota: 9.50, Situacao: Aprovado
Nome:  Mareli Wilcox, Nota: 1.40, Situacao: Reprovado
Nome:  Aidyn Cochran, Nota: 8.20, Situacao: Aprovado
Nome:  Anabelle Clements, Nota: 5.30, Situacao: Reprovado
Nome:  Chanel George, Nota: 0.90, Situacao: Reprovado
Nome:  Terrell Mahoney, Nota: 0.80, Situacao: Reprovado
Nome:  Adan Pham, Nota: 4.90, Situacao: Reprovado
Nome:  Gabriela Carrillo, Nota: 4.80, Situacao: Reprovado
Nome:  Jane Stuart, Nota: 2.20, Situacao: Reprovado
Nome:  Leo Leach, Nota: 0.80, Situacao: Reprovado
Nome:  Denzel Sparks, Nota: 1.00, Situacao: Reprovado
Nome:  Cassius Rodgers, Nota: 3.60, Situacao: Reprovado
Nome:  Ricardo Glenn, Nota: 8.90, Situacao: Aprovado
Nome:  Camren Crawford, Nota: 9.70, Situacao: Aprovado
Nome:  Makayla Burton, Nota: 3.50, Situacao: Reprovado
Nome:  Hezekiah Colon, Nota: 9.60, Situacao: Aprovado
Nome:  Terrance Arellano, Nota: 4.40, Situacao: Reprovado
Nome:  Giovanni Shepherd, Nota: 9.90, Situacao: Aprovado
Nome:  Jase Mcgrath, Nota: 1.20, Situacao: Reprovado
Nome:  Felipe Olson, Nota: 5.50, Situacao: Reprovado
Nome:  Alexis Dorsey, Nota: 9.40, Situacao: Aprovado
Nome:  Tyler Cruz, Nota: 8.30, Situacao: Aprovado
Nome:  Jacey Castillo, Nota: 3.00, Situacao: Reprovado
Nome:  Mekhi Ball, Nota: 8.90, Situacao: Aprovado
Nome:  Jayda Patterson, Nota: 2.90, Situacao: Reprovado
Nome:  Jaylen English, Nota: 6.90, Situacao: Reprovado
Nome:  Junior Rivas, Nota: 9.50, Situacao: Aprovado
Nome:  Owen Franklin, Nota: 4.10, Situacao: Reprovado
Nome:  Seamus Stewart, Nota: 7.80, Situacao: Aprovado
Nome:  Gustavo Boyd, Nota: 4.10, Situacao: Reprovado
Nome:  Carina Brady, Nota: 8.60, Situacao: Aprovado
Nome:  Magdalena Hodge, Nota: 2.30, Situacao: Reprovado
Nome:  Tyree House, Nota: 2.20, Situacao: Reprovado
Nome:  Neveah Lyons, Nota: 7.10, Situacao: Aprovado
Nome:  Darien Stevenson, Nota: 1.40, Situacao: Reprovado
Nome:  Jacqueline Dunlap, Nota: 9.30, Situacao: Aprovado
Nome:  Hallie Holland, Nota: 6.60, Situacao: Reprovado
Nome:  Eliezer Frost, Nota: 5.40, Situacao: Reprovado
Nome:  Callie Henry, Nota: 0.30, Situacao: Reprovado
Nome:  Brooke Reilly, Nota: 7.00, Situacao: Aprovado
Nome:  Frank Schwartz, Nota: 0.90, Situacao: Reprovado
Nome:  Annabella Hooper, Nota: 6.30, Situacao: Reprovado
Nome:  Carissa Flores, Nota: 6.70, Situacao: Reprovado
Nome:  Ingrid Fitzpatrick, Nota: 8.60, Situacao: Aprovado
Nome:  Lorelai Wu, Nota: 1.00, Situacao: Reprovado
Nome:  Clark Terry, Nota: 2.40, Situacao: Reprovado
Nome:  Brenden Tran, Nota: 7.60, Situacao: Aprovado
Nome:  Eden Mcknight, Nota: 2.20, Situacao: Reprovado
Nome:  Jada Nolan, Nota: 7.50, Situacao: Aprovado
Nome:  Camron Calhoun, Nota: 0.70, Situacao: Reprovado
Nome:  Leticia Snow, Nota: 0.70, Situacao: Reprovado
Nome:  Payton Brady, Nota: 4.70, Situacao: Reprovado
Nome:  Mattie Shea, Nota: 6.90, Situacao: Reprovado
Nome:  Addyson Hopkins, Nota: 5.50, Situacao: Reprovado
Nome:  Douglas Montgomery, Nota: 6.50, Situacao: Reprovado
Nome:  Addison Jarvis, Nota: 9.40, Situacao: Aprovado
Nome:  Simeon Li, Nota: 8.90, Situacao: Aprovado
Nome:  Marina Lynch, Nota: 2.80, Situacao: Reprovado
Nome:  Timothy Mosley, Nota: 6.20, Situacao: Reprovado
Nome:  Davian Blankenship, Nota: 9.40, Situacao: Aprovado
Nome:  Brianna Mckay, Nota: 9.00, Situacao: Aprovado
Nome:  Denise Mclean, Nota: 9.30, Situacao: Aprovado
Nome:  Ethan Cummings, Nota: 6.50, Situacao: Reprovado
Nome:  Cristal Atkinson, Nota: 0.20, Situacao: Reprovado
Nome:  Helen Mercado, Nota: 9.80, Situacao: Aprovado
Nome:  Laylah Glass, Nota: 3.50, Situacao: Reprovado
Nome:  Damaris Houston, Nota: 6.60, Situacao: Reprovado
Nome:  Brooklyn Dunlap, Nota: 3.80, Situacao: Reprovado
Nome:  Jonah Heath, Nota: 1.20, Situacao: Reprovado
Nome:  Gabrielle Hamilton, Nota: 2.60, Situacao: Reprovado
Nome:  Shaylee Mahoney, Nota: 0.40, Situacao: Reprovado
Nome:  Alivia Grant, Nota: 8.40, Situacao: Aprovado
Nome:  Urijah Bishop, Nota: 2.70, Situacao: Reprovado
Nome:  Jaida Proctor, Nota: 0.80, Situacao: Reprovado
Nome:  Aria Levy, Nota: 0.40, Situacao: Reprovado
Nome:  April Terrell, Nota: 4.10, Situacao: Reprovado
Nome:  Bennett Hensley, Nota: 7.20, Situacao: Aprovado
Nome:  Franklin Hall, Nota: 5.40, Situacao: Reprovado
Nome:  Junior Singh, Nota: 3.70, Situacao: Reprovado
Nome:  Iliana Baldwin, Nota: 0.30, Situacao: Reprovado
Nome:  Isabell Greene, Nota: 0.10, Situacao: Reprovado
Nome:  Demetrius Harrison, Nota: 4.40, Situacao: Reprovado
Nome:  Holly Crawford, Nota: 7.60, Situacao: Aprovado
Nome:  Wayne Bailey, Nota: 4.70, Situacao: Reprovado
Nome:  Ashly Barker, Nota: 3.20, Situacao: Reprovado
Nome:  Tyler Rivers, Nota: 1.80, Situacao: Reprovado
Nome:  Kennedi Douglas, Nota: 6.50, Situacao: Reprovado
Nome:  Davion Keller, Nota: 9.90, Situacao: Aprovado
Nome:  Tobias Michael, Nota: 7.30, Situacao: Aprovado
Nome:  Matthew Mclean, Nota: 6.50, Situacao: Reprovado
Nome:  Jermaine Randall, Nota: 5.90, Situacao: Reprovado
Nome:  Erin Gomez, Nota: 6.60, Situacao: Reprovado
Nome:  Arthur Hess, Nota: 1.70, Situacao: Reprovado
Nome:  Ellen Montgomery, Nota: 8.60, Situacao: Aprovado
Nome:  Karen Snyder, Nota: 6.00, Situacao: Reprovado
Nome:  Shyla Cuevas, Nota: 0.70, Situacao: Reprovado
Nome:  Nathalia Frazier, Nota: 6.70, Situacao: Reprovado
Nome:  Peter Blankenship, Nota: 9.60, Situacao: Aprovado
Nome:  Cora Freeman, Nota: 0.00, Situacao: Reprovado
Nome:  Brogan Dominguez, Nota: 2.50, Situacao: Reprovado
Nome:  Sanaa Barry, Nota: 5.90, Situacao: Reprovado
Nome:  Marlie Skinner, Nota: 1.20, Situacao: Reprovado
Nome:  Draven Rocha, Nota: 0.80, Situacao: Reprovado
Nome:  Izabella Mcgee, Nota: 4.50, Situacao: Reprovado
Nome:  Mattie Nguyen, Nota: 3.50, Situacao: Reprovado
Nome:  Craig Hahn, Nota: 9.20, Situacao: Aprovado
